OBJECTID,REACHCODE,REACHRESOL,SOURCE_ORI,SOURCE_FEA,FEATUREDET,Measure,EventType,FLComID,AGENCY_CD,STATION_NM,STATE_CD,STATE,DASqMi,DASqKm,LatSite,LonSite,Active,ActiveDate,GagesII,AREA,PERIMETER,PHYSIODD_,PHYSIODD_I,FCODE,FENCODE,DIVISION,PROVINCE,SECTION,PROVCODE
13430,"10190003001244",Medium,"USGS, Water Resources Division","06754000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06754000,75.608879999999999,StreamGage,"226565",USGS,"SOUTH PLATTE RIVER NEAR KERSEY, CO","8",CO,9661.000000000000000,25021.990000000001601,40.411925300000000,-104.562736599999994,"1","20151006",Non-ref,6.996,13.587,"198","16","136",13f,INTERIOR PLAINS,GREAT PLAINS,COLORADO PIEDMONT,"13"
13435,"10270102000246",Medium,"USGS, Water Resources Division","06888000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06888000,68.681860000000000,StreamGage,"3642310",USGS,"VERMILLION C NR WAMEGO, KS","20",KS,243.000000000000000,629.370000000000005,39.347773859999997,-96.217497899999998,"1","20151006",Ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13444,"10230006000207",Medium,"USGS, Water Resources Division","06610795",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06610795,41.346769999999999,StreamGage,"17219246",USGS,"Papillion Creek at Fort Crook, Nebr.","31",NE,384.000000000000000,994.559999999999945,41.117833300000001,-95.937666699999994,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13477,"10190018002621",Medium,"USGS, Water Resources Division","06764880",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06764880,98.989419999999996,StreamGage,"17432290",USGS,"South Platte River at Roscoe, Nebr.","31",NE,23900.000000000000000,61901.000000000000000,41.126111100000003,-101.576666700000004,"1","20151006",,41.248,42.803,"147","205","134",13d,INTERIOR PLAINS,GREAT PLAINS,HIGH PLAINS,"13"
13500,"10240003000170",Medium,"USGS, Water Resources Division","06809210",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06809210,70.633660000000006,StreamGage,"19166273",USGS,"East Nishnabotna River near Atlantic, IA","19",IA,436.000000000000000,1129.240000000000009,41.346101200000000,-95.076935500000005,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13514,"10180011000199",Medium,"USGS, Water Resources Division","06664400",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06664400,13.681229999999999,StreamGage,"17484723",USGS,"SYBILLE CREEK AB MULE CREEK, NEAR WHEATLAND, WY","56",MT,194.000000000000000,502.459999999999980,41.844138800000003,-105.221368499999997,"1","20151006",Non-ref,12.244,25.734,"151","14","160","16",ROCKY MOUNTAIN SYSTEM,SOUTHERN ROCKY MOUNTAINS,PS4,"16"
13518,"10180010000081",Medium,"USGS, Water Resources Division","06661000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06661000,41.353079999999999,StreamGage,"17494177",USGS,"LITTLE LARAMIE RIVER NEAR FILMORE, WY","56",MT,157.000000000000000,406.629999999999995,41.294972700000002,-106.034728999999999,"1","20151006",Non-ref,12.244,25.734,"151","14","160","16",ROCKY MOUNTAIN SYSTEM,SOUTHERN ROCKY MOUNTAINS,PS4,"16"
13592,"10210004000008",Medium,"USGS, Water Resources Division","06784000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06784000,5.115800000000000,StreamGage,"17356815",USGS,"South Loup River at Saint Michael, Nebr.","31",NE,2320.000000000000000,6008.800000000000182,41.032499999999999,-98.740555599999993,"1","20151006",Ref,41.248,42.803,"147","205","134",13d,INTERIOR PLAINS,GREAT PLAINS,HIGH PLAINS,"13"
13682,"10200203000023",Medium,"USGS, Water Resources Division","06804700",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06804700,41.369239999999998,StreamGage,"17399187",USGS,"Wahoo Creek at Ashland, Nebr.","31",NE,416.000000000000000,1077.440000000000055,41.053611099999998,-96.367777799999999,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13686,"10200203000330",Medium,"USGS, Water Resources Division","06803520",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06803520,34.789709999999999,StreamGage,"17405597",USGS,"Stevens Creek near Lincoln, Nebr.","31",NE,47.799999999999997,123.802000000000007,40.856944480000003,-96.595290199999994,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13706,"10240006000010",Medium,"USGS, Water Resources Division","06811500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06811500,44.421860000000002,StreamGage,"19161749",USGS,"Little Nemaha River at Auburn, Nebr.","31",NE,792.000000000000000,2051.280000000000200,40.392777780000003,-95.812777800000006,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13719,"10190015000003",Medium,"USGS, Water Resources Division","06762500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06762500,93.991780000000006,StreamGage,"17457349",USGS,"Lodgepole Creek at Bushnell, Nebr.","31",NE,1214.000000000000000,3144.260000000000218,41.227777779999997,-103.893055599999997,"1","20151006",Non-ref,41.248,42.803,"147","205","134",13d,INTERIOR PLAINS,GREAT PLAINS,HIGH PLAINS,"13"
13729,"10180004000016",Medium,"USGS, Water Resources Division","06635000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06635000,74.377350000000007,StreamGage,"15966993",USGS,"MEDICINE BOW R AB SEMINOE RESERVOIR, NR HANNA, WY","56",MT,2338.000000000000000,6055.420000000000073,42.009684399999998,-106.513082999999995,"1","20151006",Non-ref,11.109,22.546,"141","12","170","17",ROCKY MOUNTAIN SYSTEM,WYOMING BASIN,PS2,"17"
13731,"10240013000054",Medium,"USGS, Water Resources Division","06819185",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06819185,93.696209999999994,StreamGage,"3722745",USGS,"East Fork 102 River at Bedford, IA","19",IA,85.400000000000006,221.186000000000007,40.660543300000000,-94.716635499999995,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13734,"10180007000069",Medium,"USGS, Water Resources Division","06645000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06645000,97.714349999999996,StreamGage,"22107447",USGS,"NORTH PLATTE RIVER BELOW CASPER, WY","56",MT,12574.000000000000000,32566.659999999999854,42.858888890000003,-106.211388900000003,"1","20151006",,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
13741,"10180003000014",Medium,"USGS, Water Resources Division","06636000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06636000,74.028869999999998,StreamGage,"15976384",USGS,NORTH PLATTE RIVER ABOVE PATHFINDER RESERVOIR WY,"56",MT,7241.000000000000000,18754.189999999998690,42.178292800000001,-106.876431999999994,"1","20151006",,11.109,22.546,"141","12","170","17",ROCKY MOUNTAIN SYSTEM,WYOMING BASIN,PS2,"17"
13746,"10230003002905",Medium,"USGS, Water Resources Division","06604200",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06604200,92.147689999999997,StreamGage,"14621342",USGS,"West Okoboji Lake at Lakeside Lab near Milford, IA","19",IA,125.000000000000000,323.750000000000000,43.378574989999997,-95.181385700000007,"1","20151006",,40.121,36.938,"2","72","122",12b,INTERIOR PLAINS,CENTRAL LOWLAND,WESTERN LAKE,"12"
13785,"10230006000240",Medium,"USGS, Water Resources Division","06610732",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06610732,73.744649999999993,StreamGage,"17217574",USGS,"Big Papillion Creek at Fort Street at Omaha, Nebr.","31",NE,129.000000000000000,334.110000000000014,41.306664650000002,-96.104185200000003,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13812,"10280201001124",Medium,"USGS, Water Resources Division","06903900",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06903900,83.805260000000004,StreamGage,"940280022",USGS,"Chariton River near Rathbun, IA","19",IA,549.000000000000000,1421.910000000000082,40.821872239999998,-92.891254300000000,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13821,"10200203000294",Medium,"USGS, Water Resources Division","06803170",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06803170,39.509000000000000,StreamGage,"17405855",USGS,"Middle Creek at SW 63rd St at Lincoln, Nebr.","31",NE,94.000000000000000,243.460000000000008,40.810805559999999,-96.806083299999997,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13828,"10220004000004",Medium,"USGS, Water Resources Division","06799500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06799500,67.070170000000005,StreamGage,"17254864",USGS,"Logan Creek near Uehling, Nebr.","31",NE,1015.000000000000000,2628.849999999999909,41.712777780000003,-96.521944399999995,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13842,"10230003000202",Medium,"USGS, Water Resources Division","06605850",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06605850,84.295150000000007,StreamGage,"14623352",USGS,"Little Sioux River at Linn Grove, IA","19",IA,1548.000000000000000,4009.320000000000164,42.895810879999999,-95.243330299999997,"1","20151006",Non-ref,40.121,36.938,"2","72","122",12b,INTERIOR PLAINS,CENTRAL LOWLAND,WESTERN LAKE,"12"
13873,"10210009000052",Medium,"USGS, Water Resources Division","06794000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06794000,74.617689999999996,StreamGage,"940210142",USGS,"Beaver Creek at Genoa, Nebr.","31",NE,677.000000000000000,1753.430000000000064,41.441402099999998,-97.734774500000000,"1","20151006",Non-ref,41.248,42.803,"147","205","134",13d,INTERIOR PLAINS,GREAT PLAINS,HIGH PLAINS,"13"
13881,"10020001000416",Medium,"USGS, Water Resources Division","06012500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06012500,63.335839999999997,StreamGage,"4169038",USGS,Red Rock R bl Lima Reservoir nr Monida MT,"30",MT,566.000000000000000,1465.940000000000055,44.655880560000000,-112.371222200000005,"1","20151006",Non-ref,30.059,28.208,"6","48","190","19",ROCKY MOUNTAIN SYSTEM,NORTHERN ROCKY MOUNTAINS,PS6,"19"
13902,"10220001000088",Medium,"USGS, Water Resources Division","06796973",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06796973,88.862399999999994,StreamGage,"17285127",USGS,"ELKHORN RIVER NR ATKINSON, NE","31",NE,586.000000000000000,1517.740000000000009,42.486027780000001,-98.911333299999995,"1","20151006",,41.248,42.803,"147","205","134",13d,INTERIOR PLAINS,GREAT PLAINS,HIGH PLAINS,"13"
13907,"10080001002001",Medium,"USGS, Water Resources Division","06236100",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06236100,28.422660000000000,StreamGage,"12902120",USGS,"WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY","56",MT,4390.000000000000000,11370.100000000000364,43.128972200000000,-108.224833300000000,"1","20151006",Non-ref,11.109,22.546,"141","12","170","17",ROCKY MOUNTAIN SYSTEM,WYOMING BASIN,PS2,"17"
13912,"10210009001783",Medium,"USGS, Water Resources Division","06793000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06793000,96.859250000000003,StreamGage,"17309794",USGS,"Loup River near Genoa, Nebr.","31",NE,14320.000000000000000,37088.800000000002910,41.418611100000000,-97.723611099999999,"1","20151006",Non-ref,41.248,42.803,"147","205","134",13d,INTERIOR PLAINS,GREAT PLAINS,HIGH PLAINS,"13"
13953,"10200203000220",Medium,"USGS, Water Resources Division","06803500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06803500,27.432749999999999,StreamGage,"17405849",USGS,"Salt Creek at Lincoln, Nebr.","31",NE,685.000000000000000,1774.150000000000091,40.846666669999998,-96.681666699999994,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
13983,"10230001000235",Medium,"USGS, Water Resources Division","06599950",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06599950,62.462560000000003,StreamGage,"17243626",USGS,"Perry Creek near Hinton, IA","19",IA,33.100000000000001,85.728999999999999,42.619715300000003,-96.372527899999994,"1","20151006",,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
14008,"10230001000237",Medium,"USGS, Water Resources Division","06599900",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06599900,12.982659999999999,StreamGage,"17243674",USGS,"Perry Creek near Millnerville, IA","19",IA,14.800000000000001,38.332000000000001,42.693333299999999,-96.370305599999995,"1","20151006",,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
14023,"10080001001979",Medium,"USGS, Water Resources Division","06225500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06225500,64.929140000000004,StreamGage,"12901126",USGS,"WIND RIVER NEAR CROWHEART, WY","56",MT,1891.000000000000000,4897.689999999999600,43.242500000000000,-109.010555600000004,"1","20151006",Non-ref,11.109,22.546,"141","12","170","17",ROCKY MOUNTAIN SYSTEM,WYOMING BASIN,PS2,"17"
14049,"10140203000288",Medium,"USGS, Water Resources Division","06448000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06448000,44.529670000000003,StreamGage,"20179865",USGS,"LAKE CR ABOVE REFUGE NEAR TUTHILL,SD","46",SD,57.000000000000000,147.629999999999995,43.087112169999997,-101.603870000000001,"1","20151006",Non-ref,41.248,42.803,"147","205","134",13d,INTERIOR PLAINS,GREAT PLAINS,HIGH PLAINS,"13"
14077,"10070006000351",Medium,"USGS, Water Resources Division","06207500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06207500,9.512969999999999,StreamGage,"4265860",USGS,Clarks Fork Yellowstone River nr Belfry MT,"30",MT,1152.000000000000000,2983.679999999999836,45.009911099999997,-109.065366699999998,"1","20151006",Non-ref,13.999,29.532,"77","4","180","18",ROCKY MOUNTAIN SYSTEM,MIDDLE ROCKY MOUNTAINS,PS5,"18"
14078,"10070002002265",Medium,"USGS, Water Resources Division","06192500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06192500,33.103900000000003,StreamGage,"4366016",USGS,Yellowstone River near Livingston MT,"30",MT,3551.000000000000000,9197.090000000000146,45.597211100000003,-110.566497200000001,"1","20151006",Non-ref,13.999,29.532,"77","4","180","18",ROCKY MOUNTAIN SYSTEM,MIDDLE ROCKY MOUNTAINS,PS5,"18"
14087,"10080014000202",Medium,"USGS, Water Resources Division","06282000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06282000,69.076729999999998,StreamGage,"4425861",USGS,"SHOSHONE RIVER BELOW BUFFALO BILL RESERVOIR, WY","56",MT,1538.000000000000000,3983.420000000000073,44.516619599999999,-109.097921799999995,"1","20151006",Non-ref,13.999,29.532,"77","4","180","18",ROCKY MOUNTAIN SYSTEM,MIDDLE ROCKY MOUNTAINS,PS5,"18"
14095,"10080002000079",Medium,"USGS, Water Resources Division","06228350",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06228350,54.206069999999997,StreamGage,"12889559",USGS,"SF L WIND RIV AB WASHAKIE RES, NR FT WASHAKIE, WY","56",MT,90.299999999999997,233.877000000000010,42.968289270000000,-109.037627999999998,"1","20151006",Ref,13.999,29.532,"77","4","180","18",ROCKY MOUNTAIN SYSTEM,MIDDLE ROCKY MOUNTAINS,PS5,"18"
14096,"10170204000008",Medium,"USGS, Water Resources Division","06483500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06483500,84.402529999999999,StreamGage,"7242913",USGS,"Rock River near Rock Valley, IA","19",IA,1592.000000000000000,4123.279999999999745,43.214425900000002,-96.294470899999993,"1","20151006",Non-ref,25.301,32.582,"93","11","125",12e,INTERIOR PLAINS,CENTRAL LOWLAND,DISSECTED TILL PLAINS,"12"
14106,"10140104000051",Medium,"USGS, Water Resources Division","06442500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06442500,91.071460000000002,StreamGage,"11530755",USGS,MEDICINE CR AT KENNEBEC SD,"46",SD,447.000000000000000,1157.730000000000018,43.905240700000000,-99.876172699999998,"1","20151006",Non-ref,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
14129,"10120203000222",Medium,"USGS, Water Resources Division","06430770",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06430770,95.757249999999999,StreamGage,"5481961",USGS,"SPEARFISH CREEK NEAR LEAD, SD","46",SD,64.799999999999997,167.831999999999994,44.299217360000000,-103.868164100000001,"1","20151006",Non-ref,1.432,4.984,"99","10","133",13c,INTERIOR PLAINS,GREAT PLAINS,BLACK HILLS,"13"
14130,"10120201000165",Medium,"USGS, Water Resources Division","06426130",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06426130,16.984159999999999,StreamGage,"10902309",USGS,"DONKEY CREEK NEAR GILLETTE, WY","56",MT,63.399999999999999,164.205999999999989,44.266646979999997,-105.438606300000004,"1","20151006",Non-ref,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
14164,"10090201000031",Medium,"USGS, Water Resources Division","06311400",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06311400,60.891210000000001,StreamGage,"5351469",USGS,"NF POWDER RIVER BELOW PASS CREEK, NR MAYOWORTH, WY","56",MT,100.000000000000000,259.000000000000000,43.911357000000002,-106.889499900000004,"1","20151006",Non-ref,13.999,29.532,"77","4","180","18",ROCKY MOUNTAIN SYSTEM,MIDDLE ROCKY MOUNTAINS,PS5,"18"
14181,"10080010000174",Medium,"USGS, Water Resources Division","06278500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06278500,13.866780000000000,StreamGage,"12804114",USGS,"SHELL CREEK NEAR SHELL, WY","56",MT,145.000000000000000,375.550000000000011,44.564960970000001,-107.712866599999998,"1","20151006",Non-ref,13.999,29.532,"77","4","180","18",ROCKY MOUNTAIN SYSTEM,MIDDLE ROCKY MOUNTAINS,PS5,"18"
14184,"10140201000192",Medium,"USGS, Water Resources Division","06446000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06446000,55.238819999999997,StreamGage,"16099571",USGS,WHITE R NEAR OGLALA SD,"46",SD,2156.000000000000000,5584.039999999999964,43.254843569999998,-102.827351100000001,"1","20151006",Non-ref,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
14249,"10140201000710",Medium,"USGS, Water Resources Division","06446100",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06446100,52.450470000000003,StreamGage,"940140243",USGS,"WOUNDED KNEE CREEK AT WOUNDED KNEE, SD","46",SD,73.500000000000000,190.365000000000009,43.143516470000002,-102.358381499999993,"1","20151006",,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
14259,"10080013000079",Medium,"USGS, Water Resources Division","06280300",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06280300,20.369959999999999,StreamGage,"12788124",USGS,"SOUTH FORK SHOSHONE RIVER NEAR VALLEY, WY","56",MT,297.000000000000000,769.230000000000018,44.207888890000000,-109.555250000000001,"1","20151006",Ref,13.999,29.532,"77","4","180","18",ROCKY MOUNTAIN SYSTEM,MIDDLE ROCKY MOUNTAINS,PS5,"18"
14305,"10120110000058",Medium,"USGS, Water Resources Division","06412900",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06412900,30.279409999999999,StreamGage,"17533823",USGS,RAPID CREEK BLW CLEGHORN SPGS AT RAPID CITY SD,"46",SD,381.000000000000000,986.789999999999964,44.059154399999997,-103.297405800000007,"1","20151006",,1.432,4.984,"99","10","133",13c,INTERIOR PLAINS,GREAT PLAINS,BLACK HILLS,"13"
14317,"10150002000046",Medium,"USGS, Water Resources Division","06454100",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06454100,94.732360000000000,StreamGage,"16068589",USGS,"Niobrara River at Agate, Nebr.","31",NE,934.000000000000000,2419.059999999999945,42.423611100000002,-103.792222199999998,"1","20151006",Non-ref,41.248,42.803,"147","205","134",13d,INTERIOR PLAINS,GREAT PLAINS,HIGH PLAINS,"13"
14327,"10120109000104",Medium,"USGS, Water Resources Division","06406500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06406500,4.704260000000000,StreamGage,"14398608",USGS,"BATTLE CR BELOW HERMOSA,SD","46",SD,284.000000000000000,735.559999999999945,43.725431450000002,-102.906123100000002,"1","20151006",Non-ref,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
14343,"10020004000218",Medium,"USGS, Water Resources Division","06025250",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06025250,84.051209999999998,StreamGage,"4226632",USGS,Big Hole River at Maiden Rock nr Divide MT,"30",MT,2199.000000000000000,5695.409999999999854,45.701269400000001,-112.735969400000002,"1","20151006",Non-ref,30.059,28.208,"6","48","190","19",ROCKY MOUNTAIN SYSTEM,NORTHERN ROCKY MOUNTAINS,PS6,"19"
14366,"10170102000149",Medium,"USGS, Water Resources Division","06478540",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06478540,30.614129999999999,StreamGage,"16012802",USGS,"LITTLE VERMILLION R NEAR SALEM,SD","46",SD,78.700000000000003,203.832999999999998,43.794644359999999,-97.369008600000001,"1","20151006",Ref,40.121,36.938,"2","72","122",12b,INTERIOR PLAINS,CENTRAL LOWLAND,WESTERN LAKE,"12"
14368,"10120109000240",Medium,"USGS, Water Resources Division","06402995",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06402995,33.201770000000003,StreamGage,"14396516",USGS,"FRENCH CREEK ABOVE STOCKADE LAKE NEAR CUSTER, SD","46",SD,68.400000000000006,177.156000000000006,43.769430059999998,-103.536582499999994,"1","20151006",,1.432,4.984,"99","10","133",13c,INTERIOR PLAINS,GREAT PLAINS,BLACK HILLS,"13"
14369,"10120110000451",Medium,"USGS, Water Resources Division","06412250",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06412250,26.128750000000000,StreamGage,"17533463",USGS,"VICTORIA CR BELOW VICTORIA DAM NR RAPID CITY,SD","46",SD,6.820000000000000,17.663799999999998,44.018043370000001,-103.385741999999993,"1","20151006",,1.432,4.984,"99","10","133",13c,INTERIOR PLAINS,GREAT PLAINS,BLACK HILLS,"13"
14396,"10120203000160",Medium,"USGS, Water Resources Division","06429500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06429500,60.768400000000000,StreamGage,"5481043",USGS,"COLD SPRINGS CREEK AT BUCKHORN, WY","56",MT,22.399999999999999,58.015999999999998,44.153871000000002,-104.077990000000000,"1","20151006",Ref,1.432,4.984,"99","10","133",13c,INTERIOR PLAINS,GREAT PLAINS,BLACK HILLS,"13"
14496,"10120106000129",Medium,"USGS, Water Resources Division","06386500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06386500,92.162160000000000,StreamGage,"9554185",USGS,"CHEYENNE RIVER NEAR SPENCER, WY","56",MT,5323.000000000000000,13786.569999999999709,43.420995200000000,-104.131916200000006,"1","20151006",Non-ref,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
14504,"10120111000131",Medium,"USGS, Water Resources Division","06425100",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06425100,67.163610000000006,StreamGage,"14552525",USGS,"ELK CR NR RAPID CITY,SD","46",SD,211.000000000000000,546.490000000000009,44.240264600000003,-103.151290700000004,"1","20151006",Non-ref,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
14527,"10120108000003",Medium,"USGS, Water Resources Division","06400000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06400000,26.232289999999999,StreamGage,"5438910",USGS,"HAT CR NEAR EDGEMONT,SD","46",SD,959.000000000000000,2483.809999999999945,43.239973599999999,-103.588251900000003,"1","20151006",Non-ref,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
14536,"10090206000001",Medium,"USGS, Water Resources Division","06324000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06324000,88.809349999999995,StreamGage,"5377442",USGS,"CLEAR CREEK NEAR ARVADA, WY","56",MT,1110.000000000000000,2874.900000000000091,44.871652200000000,-106.082801599999996,"1","20151006",Non-ref,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
14541,"10070006003289",Medium,"USGS, Water Resources Division","06208500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06208500,21.045750000000002,StreamGage,"4268026",USGS,Clarks Fork Yellowstone River at Edgar MT,"30",MT,2034.000000000000000,5268.060000000000400,45.465713890000004,-108.844105600000006,"1","20151006",Non-ref,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
14548,"10120203000823",Medium,"USGS, Water Resources Division","06430800",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06430800,4.346840000000001,StreamGage,"5481927",USGS,"ANNIE CREEK NEAR LEAD, SD","46",SD,3.720000000000000,9.634800000000000,44.327497780000002,-103.894531999999998,"1","20151006",Non-ref,1.432,4.984,"99","10","133",13c,INTERIOR PLAINS,GREAT PLAINS,BLACK HILLS,"13"
14550,"10140101001577",Medium,"USGS, Water Resources Division","06441590",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06441590,79.468400000000003,StreamGage,"11543280",USGS,"MISSOURI R AT LAFRAMBOISE ISLAND AT PIERRE, SD","46",SD,246607.000000000000000,638712.130000000004657,44.351926779999999,-100.359021999999996,"1","20151006",,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
14575,"10160011000204",Medium,"USGS, Water Resources Division","06477500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06477500,34.085940000000001,StreamGage,"12664828",USGS,"FIRESTEEL CR NEAR MOUNT VERNON,SD","46",SD,588.000000000000000,1522.920000000000073,43.776402189999999,-98.245665799999998,"1","20151006",Ref,40.121,36.938,"2","72","122",12b,INTERIOR PLAINS,CENTRAL LOWLAND,WESTERN LAKE,"12"
14601,"10140203000026",Medium,"USGS, Water Resources Division","06450500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=06450500,98.259240000000005,StreamGage,"20177973",USGS,"LITTLE WHITE R BELOW WHITE RIVER,SD","46",SD,1549.000000000000000,4011.909999999999854,43.601385489999998,-100.749860799999993,"1","20151006",Ref,38.656,42.989,"23","74","132",13b,INTERIOR PLAINS,GREAT PLAINS,"MISSOURI PLATEAU, UNGLACIATED","13"
